name,party,status,votes
C.M.RAMESH,Bharatiya Janata Party,won,762069
BUDI MUTYALA NAIDU,Yuvajana Sramika Rythu Congress Party,lost,465539
NOTA,None of the Above,,26235
VEGI VENKATESH,Indian National Congress,lost,25651
PALAKA SREERAMA MURTHY,Bahujan Samaj Party,lost,19157
VANKAYALA RAMACHANDRA RAO,Independent,lost,4002
LOVARAJU SIDDHA,Independent,lost,3852
KRISHNA SWAROOP VADLAMURI,Dalita Bahujana Party,lost,3557
GARA SURYA RAO,Independent,lost,3124
APPALA RAJU NAMMI,Bharatha Chaitanya Yuvajana Party,lost,2619
NAGESWARA RAO PETLA,Independent,lost,2184
ADARI SARAT CHANDRA,Jai Bharat National Party,lost,1913
VIJAYA LAKSHMI KARRI,Pyramid Party of India,lost,1591
DR. THUMMAPALA HARI  SHANKAR,Independent,lost,1576
JUNNURI J SRINIVAS,Independent,lost,1201
APPALANAIDU TUMMAGUNTA,Independent,lost,1062
MITESH PATEL (BAKABHAI),Bharatiya Janata Party,won,612484
AMIT CHAVDA,Indian National Congress,lost,522545
NOTA,None of the Above,,15930
SURESHBHAI DHULABHAI PATEL,Bahujan Samaj Party,lost,5831
BHOI ASHISHKUMAR THAKORBHAI,Independent,lost,5542
KEYURBHAI PRAVINBHAI PATEL (BAKABHAI),Independent,lost,2298
DHEERAJKUMAR KSHATRIYA,Garib Kalyan Party,lost,1747
BHATT SUNILKUMAR NARENDRABHAI,Right to Recall Party,lost,1592
MALVINDER SINGH KANG,Aam Aadmi Party,won,313217
VIJAY INDER SINGLA,Indian National Congress,lost,302371
DR SUBHASH SHARMA,Bharatiya Janata Party,lost,186578
PREM SINGH CHANDUMAJRA,Shiromani Akali Dal,lost,117936
JASVIR SINGH GARHI,Bahujan Samaj Party,lost,90157
KUSHAL PAL SINGH MANN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),lost,24831
NOTA,None of the Above,,6402
GAJJAN SINGH,Independent,lost,6171
SIMPLE KUMAR,Independent,lost,2962
SATPAL,Independent,lost,2297
GURMIT SINGH,Independent,lost,2182
DHARMINDER SINGH HARMAN,Akhil Bhartiya Parivar Party,lost,2043
SUNIL KUMAR,Bhartiya Jan Samman Party,lost,1977
ER DALJEET SINGH SAINI,Bharatheeya Jawan Kisan Party,lost,1715
KULWINDER SINGH,Democratic Bharatiya Samaj Party,lost,1652
SUNAINA,Bhartiya Rashtriya Dal,lost,1640
ADV KULWINDER SINGH,Independent,lost,1600
MEGH RAJ,Independent,lost,1430
HARWINDER KARWAL,Independent,lost,1311
DAVINDER SINGH,Independent,lost,1175
DARSHAN SINGH,Punjab National Party,lost,1172
HANISH SHARMA,Ekam Sanatan Bharat Dal,lost,1076
DEEPAK SHARMA,Independent,lost,1012
PARMINDER SINGH,Independent,lost,930
YOG RAJ SAHOTA,Revolutionary Socialist Party,lost,925
RAMJAAN KHAN,Independent,lost,672
ROHTASH,Independent,lost,619
MANDAR SINGH,Independent,lost,555
KIRAN JAIN,Hindustan Shakti Sena,lost,515
AMBICA G LAKSHMINARAYANA VALMIKI,Telugu Desam,won,768245
MALAGUNDLA SANKAR NARAYANA,Yuvajana Sramika Rythu Congress Party,lost,579690
MALLIKARJUNA VAJJALA,Indian National Congress,lost,43217
NOTA,None of the Above,,9199
G.V.RAMANA REDDY,Independent,lost,6439
BANASI NARAYANAPPA,Bahujan Samaj Party,lost,6396
V.MURALI PRASAD REDDY,Independent,lost,5778
DR.NALLANI RAMESH NAIDU,Andhra Rastra Praja Samithi,lost,4989
M.SURENDRA,Pyramid Party of India,lost,2935
U.C.VENKATASUBBAIAH,Jaathia Chethi Vruthula Ikya Vedika Party,lost,2540
P.CHOWDESWARI,Independent,lost,1518
VADLA KESAVAIAH,Independent,lost,1494
B.RAGHAVENDRA PRASAD,Independent,lost,1318
LOKANATH GOWD SURAGOWINI,Independent,lost,1091
KETHIREDDY RAGHUNATHAREDDY,Independent,lost,1091
SREERANGARAJULA GOPINATH ROYAL,Independent,lost,904
SHAIK.NIZAM,Samajwadi Party,lost,753
RAMAVTH CHINNA RAMAPPA NAIK,Jaibhim Rao Bharat Party,lost,745
KURUBA MALLIKARJUNA.S.,All India Kisan Janatha party,lost,578
B.NAGAMUTHYALU,Socialist Unity Centre Of India (COMMUNIST),lost,570
SRINIVASA RAJU.O,Bhartiya Panchyat Party,lost,494
DURGA PRASAD D BYATARAYANAJI,Challengers Party,lost,444
MIAN ALTAF AHMAD,Jammu & Kashmir National Conference,won,521836
MEHBOOBA MUFTI,Jammu & Kashmir Peoples Democratic Party,lost,240042
ZAFAR IQBAL KHAN MANHAS,Jammu and Kashmir Apni Party,lost,142195
MOHAMAD SALEEM PARAY,Democratic Progressive Azad Party,lost,25561
ABDUL RAOUF MALIK,Independent,lost,10582
SUSHIL KUMAR SHARMA,Independent,lost,9228
ABDUL ROUF NAIK,Independent,lost,9149
SAJAD AHMAD DAR,Independent,lost,8004
IMRAN SHEIKH,Independent,lost,7485
IMTIYAZ AHMAD,National Loktantrik Party,lost,7013
ARSHEED AHMED LONE,Jammu & Kashmir National Panthers Party (Bhim),lost,6389
NOTA,None of the Above,,6223
BALDEV KUMAR,Independent,lost,6189
ALI MOHAMMAD WANI,Independent,lost,5255
SHEIKH MUZAFAR AHMED,Jammu and Kashmir Nationalist People's Front,lost,4814
DILIP KUMAR PANDITA,Independent,lost,3722
RAVINDER SINGH,Independent,lost,2962
GULSHAN AKHTER,Independent,lost,2807
MOHAMMAD MAQBOOL TELI,Garib Democratic Party,lost,2748
SUDARSHAN SINGH,National Awami United Party,lost,2382
JAVAID AHMED,All India Forward Bloc,lost,1562
BISHNU PADA RAY,Bharatiya Janata Party,won,102436
KULDEEP RAI SHARMA,Indian National Congress,lost,78040
MANOJ PAUL,Andaman Nicobar Democratic Congress,lost,8254
D AYYAPPAN,Communist Party of India  (Marxist),lost,6017
V.K. ABDUL AZIZ,Independent,lost,2203
NOTA,None of the Above,,1809
K J B SELVARAJ,All India Anna Dravida Munnetra Kazhagam,lost,914
DR ARUN KUMAR MALLIK,Bahujan Samaj Party,lost,719
RINKU MALA MONDAL,Independent,lost,542
K VENKAT RAM BABU,Independent,lost,507
USHA KUMARI,Independent,lost,380
SALAMAT MONDAL,Socialist Unity Centre Of India (COMMUNIST),lost,351
ANAND RAMNATH ARLEKAR,Independent,lost,342
NEERAJ MAURYA,Samajwadi Party,won,492515
DHARMENDRA KASHYAP,Bharatiya Janata Party,lost,476546
ABID ALI,Bahujan Samaj Party,lost,95630
NOTA,None of the Above,,6858
KAUSAR KHAN,Peace Party,lost,4213
PREM PAL SAGAR,Vanchitsamaj Insaaf Party,lost,3330
MAKKHAN LAL,Independent,lost,2953
RAJ KUMAR PATEL,Sardar Patel Siddhant Party,lost,2706
MOHAMMAD AMIR KHAN,Bharat Jodo Party,lost,2355
NIRMOD KUMAR SINGH,Bhartiya Shakti Chetna Party,lost,1790
S JAGATHRATCHAKAN,Dravida Munnetra Kazhagam,won,563216
L VIJAYAN,All India Anna Dravida Munnetra Kazhagam,lost,256657
K BALU,Pattali Makkal Katchi,lost,202325
S AFSHIA NASRIN,Naam Tamilar Katchi,lost,98944
NOTA,None of the Above,,12613
D PANDIYAN,Bahujan Samaj Party,lost,6212
A PALANI,Independent,lost,3866
K MANIGANDAN,Independent,lost,2049
INDU W,Tamil Manila Murpokku Dravida Kazhagam,lost,1938
DR A V NARENDRAN,Independent,lost,1722
M VIJAYAN,Independent,lost,1678
M BALU,Independent,lost,1561
SHETTU S,Independent,lost,1561
V BABU,United Republican Party of India,lost,1366
M THULASIRAMAN,Independent,lost,1053
D JANAKIRAMAN,Independent,lost,837
S SURESH KUMAR,Independent,lost,835
R VINOTH,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,lost,821
V VINAYAGAM,Independent,lost,729
VIJAYAN K,All India Jananayaka Makkal Kazhagam,lost,633
SHANAVAS J,Independent,lost,583
V KRISHNANANDAN,Anna MGR Dravida Makkal Kalgam,lost,582
A JAYACHANDRAN,Independent,lost,538
N SUGUMAR,Independent,lost,432
M VIJAY,Independent,lost,427
G SUDHAKAR,Independent,lost,380
K VENKATESAN,Independent,lost,264
GUMMA THANUJA RANI,Yuvajana Sramika Rythu Congress Party,won,477005
KOTHAPALLI GEETHA,Bharatiya Janata Party,lost,426425
APPALANARASA PACHIPENTA,Communist Party of India  (Marxist),lost,123129
NOTA,None of the Above,,50470
AVASHYA LAHARI . VARAM,Bahujan Samaj Party,lost,25750
SAMAREDDY BALAKRISHNA,Independent,lost,9535
NIMMAKA JAYARAJU,Independent,lost,9462
ATHIDHI,Independent,lost,8136
CHANTI BADNAINA,Jai Bharat National Party,lost,7252
MOTTADAM . RAJABABU,Bharat Adivasi Party,lost,6766
RANJITH KUMAR PALAKA,Independent,lost,6047
MANDALA GIRIDHARA RAO,Independent,lost,4967
RAMBABU JALLI,Telugu Rajadhikara Samiti Party,lost,4959
VUYAKA NIREEKSHAN  (V. CHENCHU),India Praja Bandhu Party,lost,4542
BAG MITALI,All India Trinamool Congress,won,712587
ARUP KANTI DIGAR,Bharatiya Janata Party,lost,706188
BIPLAB KUMAR MOITRA,Communist Party of India  (Marxist),lost,92502
NOTA,None of the Above,,18031
RAGHU MALLIK,Independent,lost,16130
SUBIR KUMAR ROY,Bahujan Samaj Party,lost,3831
VASKAR MALIK,Independent,lost,3665
SUKANTA POREL,Socialist Unity Centre Of India (COMMUNIST),lost,1816
BABLU GHANTI,Independent,lost,1629
ABHIJIT MAJI,Independent,lost,1606
ALOK DOLAI,Independent,lost,1094
THARANIVENTHAN M S,Dravida Munnetra Kazhagam,won,500099
"GAJENDRAN, G.V.",All India Anna Dravida Munnetra Kazhagam,lost,291333
DR GANESH KUMAR A ME PHD,Pattali Makkal Katchi,lost,236571
"BAKIYALAKSHMI, K.",Naam Tamilar Katchi,lost,66740
NOTA,None of the Above,,9188
"MANIGANDAN, V.",Independent,lost,4808
"GANESH KUMAR, U.",Independent,lost,3812
DURAI  M,Bahujan Samaj Party,lost,3685
"GAJENDRAN, J.",Independent,lost,3400
"KARVANNAN, K.",Independent,lost,3036
"GAJENDIRAN, E.",Independent,lost,2613
"KOTTAI VENKATESAN, M.",Independent,lost,1908
"SENTHIL KUMAR, D.",Independent,lost,1475
"SEKAR, N.",Independent,lost,1400
SAKTHIVEL A,Thakkam Katchi,lost,1186
"GANESH, P.",Independent,lost,980
NAGARAJAN P,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,lost,927
CAPTAIN SETTU M,Viro Ke Vir Indian Party,lost,922
"JAISANKAR, M.",Independent,lost,840
EZHIL ARASU M,Independent,lost,753
BABU N,Independent,lost,674
"DURUGAN, M.",United Republican Party of India,lost,604
MOHMMAD SIDDIQ M H,Independent,lost,528
"ARUL, M.",Independent,lost,510
"MANAVALAN, A.",Anna MGR Dravida Makkal Kalgam,lost,480
"DHARANI, D.",Independent,lost,468
"MURUGESAN, D.",Independent,lost,403
"ELLAPPAN, R.",Independent,lost,378
"FEROZKHAN, A.",Independent,lost,298
"DHAMODHARAN, G.",Independent,lost,242
PRADEEP KUMAR SINGH,Bharatiya Janata Party,won,600146
SHAHNAWAZ,Rashtriya Janata Dal,lost,580052
SHATRUGHAN PRASAD SUMAN,Independent,lost,13746
NOTA,None of the Above,,13504
MD GHOUSUL AZAM,Bahujan Samaj Party,lost,12690
MD. MOBINUL HAQUE,Independent,lost,12008
MD. ISMAIL,Bharatiya Momin Front,lost,7354
AKHILESH KUMAR,Independent,lost,5120
MUSHTAK ALAM,Independent,lost,4899
ZAWED AKHTAR,The National Road Map Party of India,lost,3041
SUDAMA PRASAD,Communist Party of India  (Marxist-Leninist)  (Liberation),won,529382
R. K. SINGH,Bharatiya Janata Party,lost,469574
VIRENDRA KUMAR SINGH,Independent,lost,23635
NOTA,None of the Above,,16963
SHIV DAS SINGH,Independent,lost,13379
LAL BADSAH SINGH,Bahujan Samaj Party,lost,10826
KRISHNA PASWAN,Bhartiya Kranti Vir Party,lost,8749
RANDHIR LAL,Independent,lost,5766
NAVNIT KUMAR,Independent,lost,4773
RAM SARE SINGH,Peoples Party of India (Democratic),lost,2541
DHARMATMA SHARMA,Socialist Unity Centre Of India (COMMUNIST),lost,2467
RAMJEE SINGH,Voters Party  International,lost,2440
ASHOK TIWARY,Independent,lost,2295
MANMOHAN SINGH,Rashtrawadi Janlok Party (Satya),lost,2097
SUMITRA DEVI,Jagrook Janta Party,lost,1674
TAPIR GAO,Bharatiya Janata Party,won,145581
BOSIRAM SIRAM,Indian National Congress,lost,115160
TAMAT GAMOH,Independent,lost,27603
SOTAI KRI,Independent,lost,14213
OMAK NITIK,Independent,lost,9369
BANDEY MILI,Arunachal Democratic Party,lost,6622
NOTA,None of the Above,,4895
KIREN RIJIJU,Bharatiya Janata Party,won,205417
NABAM TUKI,Indian National Congress,lost,104679
TECHI RANA,Independent,lost,33314
TOKO SHEETAL,Gana Suraksha Party,lost,30530
BIMPAK SIGA,Independent,lost,11518
RUHI TAGUNG,Independent,lost,7821
NOTA,None of the Above,,2296
LEKI NORBU,Independent,lost,2271
TANIA JUNE,Independent,lost,1958
SHATRUGHAN PRASAD SINHA,All India Trinamool Congress,won,605645
SURENDRAJEET SINGH AHLUWALIA,Bharatiya Janata Party,lost,546081
JAHANARA KHAN,Communist Party of India  (Marxist),lost,105964
NOTA,None of the Above,,15510
DIPIKA BAURI,Independent,lost,10647
SUNNY KUMAR SAH,Bahujan Samaj Party,lost,8575
SUJIT PAL,Independent,lost,4760
AMARNATH CHOWDHURY,Socialist Unity Centre Of India (COMMUNIST),lost,4358
ANITA SUBHADARSHINI,Bharatiya Janata Party,won,494226
RANJITA SAHU,Biju Janata Dal,lost,394252
DEBAKANTA SARMA,Indian National Congress,lost,75255
NOTA,None of the Above,,21941
SANJAYA KUMAR BISHOYI,Independent,lost,11240
PAPUNU SAHU,Socialist Unity Centre Of India (COMMUNIST),lost,8673
PITABAS SAHU,Sanatan Sanskriti Raksha Dal,lost,6888
BRUNDABANA NAHAK,Bahujan Samaj Party,lost,5439
ADV ADOOR PRAKASH,Indian National Congress,won,328051
V JOY,Communist Party of India  (Marxist),lost,327367
V  MURALEEDHARAN,Bharatiya Janata Party,lost,311779
NOTA,None of the Above,,9791
SURABHI S,Bahujan Samaj Party,lost,4524
PRAKASH P L,Independent,lost,1814
SANTHOSH K,Independent,lost,1204
PRAKASH S,Independent,lost,811
BHUMARE SANDIPANRAO ASARAM,Shiv Sena,won,476130
IMTIAZ JALEEL SYED,All India Majlis-E-Ittehadul Muslimeen,lost,341480
CHANDRAKANT KHAIRE,Shiv Sena (Uddhav Balasaheb Thackrey),lost,293450
AFSAR KHAN YASEEN KHA,Vanchit Bahujan  Aaghadi,lost,69266
HARSHWARDHAN DADA RAIBHANJI JADHAV,Independent,lost,39828
SURENDRA DIGAMBAR GAJBHARE,Independent,lost,10725
SANJAY UTTAMRAO JAGTAP,Bahujan Samaj Party,lost,8252
RAVINDRA BHASKARRAO BODKHE,Bharatiya Yuva Jan Ekta Party,lost,6254
NOTA,None of the Above,,5773
ABDUL AZIM ABDUL AZIZ SHAIKH,Independent,lost,4693
SANJAY BHASKAR SHIRSAT,Independent,lost,3812
DR JIVAN BHAWLAL RAJPUT,Independent,lost,3807
MANISHA KHARAT,Bahujan Maha Party,lost,3105
JAGANNATH KHANDERAO JADHAV J K JADHAV,Independent,lost,2932
MAANOJ VINAYAKRAO GHODKAY,Independent,lost,2587
SANGITA GANESH JADHAV,Independent,lost,2212
GALPHADE ARJUN BHAGWANRAO,Rashtriya Kisan Bahujan Party,lost,2192
VISHAL UDDHAV NANDARKAR,Independent,lost,2139
ARVIND KISANRAO KAMBLE,Bahujan Republican  Socialist Party,lost,1979
PRASHANT PUNDALIKRAO AVHALE,Independent,lost,1948
GHUGE NITIN PUNDLIK,Independent,lost,1872
BHALERAO VASANT SAMBHAJI,Prabuddha Republican Party,lost,1547
BHARAT PURUSHOTTAM KADAM,Rashtriya Maratha Party,lost,1495
ABDUL SAMAD BAGWAN,All India Majlis-E-Inquilab-E-Millat,lost,1482
SANDIP DADARAO MANKAR,Independent,lost,1375
ADV B U GOSAWI,Hindustan Janta Party,lost,1275
PANCHASHILA BABULAL JADHAV,Republican Bahujan Sena,lost,1274
PRATIKSHA PRASHANT CHAVAN,Ambedkarist Republican Party,lost,1194
BHANUDAS SON OF RAMDAS SARODE PATIL,Independent,lost,1110
NARAYAN JADHAV,Peoples Party of India (Democratic),lost,1103
SURESH ASARAM FULARE,Independent,lost,911
SHAIKH KHAJA KISMATWALA KASIM KISMATWALA,Independent,lost,894
MEENASING AVDHESHSING SING,Independent,lost,784
LATIF JABBAR KHAN,Independent,lost,765
JAGANNATH KISAN UGALE,Independent,lost,755
SANDIP DEVIDAS JADHAV,Independent,lost,609
DEVIDAS RATAN KASBE,Independent,lost,595
TRIBHUVAN MADHUKAR PADMAKAR,Independent,lost,593
ABHAY KUMAR SINHA,Rashtriya Janata Dal,won,465567
SUSHIL KUMAR SINGH,Bharatiya Janata Party,lost,386456
NOTA,None of the Above,,22627
SUNESH KUMAR,Bahujan Samaj Party,lost,20309
PRATIBHA RANI,Peoples Party of India (Democratic),lost,12308
RAJ BALLABH SINGH,Independent,lost,11159
RAMJIT SINGH,Rashtriya Jansambhavna Party,lost,9243
SURESH PRASAD VERMA,Independent,lost,6711
MOHAMMAD WALIULLAH KHAN,Independent,lost,6604
SHAILESH RAHI,Akhil Hind Forward Bloc (Krantikari),lost,4896
DHARMENDRA YADAV,Samajwadi Party,won,508239
DINESH LAL YADAV “NIRAHUA”,Bharatiya Janata Party,lost,347204
MASHHOD SABEEHA ANSARI,Bahujan Samaj Party,lost,179839
NOTA,None of the Above,,6234
RAVINDRA NATH SHARMA,Moulik Adhikar Party,lost,3042
PARAS YADAV,Jan Raajya Party,lost,2491
SHASHIDHAR,Independent,lost,2232
MAHENDRA NATH YADAV,Moolniwasi Samaj Party,lost,1905
VIJAY KUMAR,Independent,lost,1735
PANKAJ KUMAR YADAV,Independent,lost,1599
ADITYA YADAV,Samajwadi Party,won,501855
DURVIJAY SINGH SHAKYA,Bharatiya Janata Party,lost,466864
MUSLIM KHAN,Bahujan Samaj Party,lost,97751
NOTA,None of the Above,,8562
SANDEEP KUMAR,Independent,lost,3836
DINESH KUMAR,Independent,lost,2674
LATA YADAV,Independent,lost,2578
NILAM RANI PAL,Rashtriya Shoshit Samaj Party,lost,2438
RAM PRATAP MAURYA,Independent,lost,1543
ISRAT ALI,Independent,lost,1513
SULEMAN,Swaraj Bhartiya Nyay Party,lost,1240
HARIRAJ SINGH URF SIPU YADAV,Log Party,lost,910
BHARTI PARDHI,Bharatiya Janata Party,won,712660
SAMRAT ASHOK SINGH SARASWAR,Indian National Congress,lost,538148
KANKAR MUNJARE,Bahujan Samaj Party,lost,53134
BHUVAN SINGH KORAM,Independent,lost,13074
NANDLAL UIKEY,Gondvana Gantantra Party,lost,12422
NOTA,None of the Above,,11510
D.L. MANESHWAR,Peoples Party of India (Democratic),lost,10017
DHANENDRA DEV PAWAR BANWARI SETH,Independent,lost,7245
MAHADEV NAGDEVE,Independent,lost,7192
RAJKUMAR NAGESHWER,Independent,lost,6728
MOHAN RAUT,Rashtravadi Bharat Party,lost,3542
PRIYANKA SANJAY BHANDARKAR,Bhartiya Shakti Chetna Party,lost,2926
ADVOCATE SATYAPRAKASH SHULKE (LODHI),Madhya Pradesh Jan Vikas Party,lost,1932
DILEEP CHHABDA,Independent,lost,1750
RAJ KUMAR ROAT,Bharat Adivasi Party,won,820831
MAHENDRAJEETSINGH MALVIYA,Bharatiya Janata Party,lost,573777
RAJKUMAR S/O HIRALAL,Independent,lost,74598
ARVIND SITA DAMOR,Indian National Congress,lost,61211
RAJKUMAR S/O PREMJI,Independent,lost,41790
NOTA,None of the Above,,20970
BANSHILAL AHARI,Independent,lost,17896
SHANKARLAL BAMANIYA,Indian Peoples Green Party,lost,17188
DILEEP KUMAR MEENA,Bahujan Samaj Party,lost,8591
ABDUL RASHID SHEIKH,Independent,won,472481
OMAR ABDULLAH,Jammu & Kashmir National Conference,lost,268339
SAJAD GANI LONE,Jammu & Kashmir People Conference,lost,173239
MIR MOHAMMAD FAYAZ,Jammu & Kashmir Peoples Democratic Party,lost,27488
SURAIYA NISSAR,Independent,lost,21618
FIRDOUS AHMAD BHAT,Independent,lost,15722
SHAFEEQA BEGUM,Independent,lost,6214
PEERZADA MUDASIR RASHID SHAH,Jammu & Kashmir National Panthers Party (Bhim),lost,5566
NOTA,None of the Above,,4984
KHURSHEED AHMAD SHAH,Rashtriya Jankranti Party,lost,4268
MOHAMMAD SULTAN GANAIE,Independent,lost,4063
SHADIB HANIEF KHAN,Independent,lost,3670
MUDASIR AHMAD TANTARY,Independent,lost,3218
NAZIR AHMAD SOFI,Independent,lost,2983
SHABIR AHMAD DAR,Independent,lost,2700
HILAL AHMAD WAGAY,Independent,lost,2689
MEHRAJ UDDIN NAJAR,Independent,lost,2570
SYED AMEER SUHAIL,Independent,lost,2417
FAROOQ AHMAD BHAT,National Youth Party,lost,2343
ARUN KUMAR RAINA,Independent,lost,2241
MUNIR AHMAD KHAN,Jammu and Kashmir Nationalist People's Front,lost,2019
MUZAFFAR HUSSAIN DAR,Independent,lost,1671
MUSHTAQ AHMAD MIR,National Loktantrik Party,lost,1397
UMMEDA RAM BENIWAL,Indian National Congress,won,704676
RAVINDRA SINGH BHATI,Independent,lost,586500
KAILASH CHOUDHARY,Bharatiya Janata Party,lost,286733
TARARAM MEHNA,Independent,lost,49957
NOTA,None of the Above,,17903
PRATAPA RAM,Independent,lost,8318
HANIPH,Independent,lost,7760
LEELA RAM,Bahujan Samaj Party,lost,7585
PRABHU RAM,Aazad Samaj Party (Kanshi Ram),lost,6396
RAMA RAM,Independent,lost,6041
POPAT LAL,Independent,lost,3159
DEVILAL JAIN,Independent,lost,3023
MAHESH KASHYAP,Bharatiya Janata Party,won,458398
KAWASI LAKHMA,Indian National Congress,lost,403153
NOTA,None of the Above,,36758
PHULSINGH KACHLAM,Communist Party of India,lost,35887
AYTU RAM MANDAVI,Bahujan Samaj Party,lost,19647
SUNDAR BAGHEL,Independent,lost,14207
PRAKASH KUMAR GOTA,Independent,lost,11245
KANWAL SINGH BAGHEL,Rashtriya Jansabha Party,lost,8800
SHIVRAM NAG,Sarv Adi Dal,lost,8279
NARENDRA BURKA,Hamar Raj Party,lost,4387
JAGDISH NAG,Azad Janata Party,lost,3592
TIKAM NAGWANSHI,Gondvana Gantantra Party,lost,3042
DURGADAS (D. D.) UIKEY,Bharatiya Janata Party,won,848236
RAMU TEKAM,Indian National Congress,lost,468475
ARJUN ASHOK BHALAVI,Bahujan Samaj Party,lost,26597
NOTA,None of the Above,,20322
ANIL UIKEY,Bharat Adivasi Party,lost,10576
BHURELAL CHOTELAL BETHEKAR,Independent,lost,7811
BHAGCHARAN WARKADE,Independent,lost,5968
SUNER UIKEY,Gondvana Gantantra Party,lost,4186
BARSKAR SUBHASH KORAKU,Swatantra Kisan Party,lost,3849
SANJNA JATAV,Indian National Congress,won,579890
RAMSWAROOP KOLI,Bharatiya Janata Party,lost,527907
ANJILA JATAV,Bahujan Samaj Party,lost,9508
NOTA,None of the Above,,5443
ANEETA,Independent,lost,5119
PURUSHOTTAM LAL,Independent,lost,2747
PUSHPENDAR KUMAR,Independent,lost,2386
DAMODAR AGARWAL,Bharatiya Janata Party,won,807640
C P JOSHI,Indian National Congress,lost,453034
NOTA,None of the Above,,13376
RAMESHWAR LAL BAIRWA,Bahujan Samaj Party,lost,8283
RAJESH PATNI,Independent,lost,8018
JAYKISHAN,Viro Ke Vir Indian Party,lost,4084
MOTILAL SINGHANIA,Independent,lost,3887
NARAYAN LAL JAT,Independent,lost,1684
PAWAN KUMAR SHARMA,Right to Recall Party,lost,1617
ANURAG AROT,Independent,lost,1425
VIJAY KUMAR SONI,Bhartiya Garib Vikas Kalyan Party,lost,1347
SANDHYA RAY,Bharatiya Janata Party,won,537065
PHOOL SINGH BARAIYA,Indian National Congress,lost,472225
DEVASHISH JARARIYA,Bahujan Samaj Party,lost,20465
NOTA,None of the Above,,6534
UMESH GARG,Independent,lost,5072
REKHA SHAKYA,Independent,lost,2667
HARIMOHAN,Independent,lost,2610
RAKESH,Independent,lost,2369
DHARAMBIR SINGH,Bharatiya Janata Party,won,588664
RAO DAN SINGH,Indian National Congress,lost,547154
BAHADUR SINGH,Jannayak Janta Party,lost,15265
SUNIL KUMAR SHARMA,Bahujan Samaj Party,lost,6336
NOTA,None of the Above,,5287
SUBHASH,Rashtrawadi Janlok Party (Satya),lost,4695
HEMANT,Independent,lost,3881
SEEMA,Independent,lost,2979
VED PRAKASH,Independent,lost,1900
ANAND KUMAR,Bharatheeya Jawan Kisan Party,lost,1668
YOGBIR SINGH,Independent,lost,1478
VARSHA,Independent,lost,1053
BALWAN,Peoples Party of India (Democratic),lost,857
ROHTASH,Socialist Unity Centre Of India (COMMUNIST),lost,640
JAI SINGH,Independent,lost,451
BHARAT BHUSHAN,Bhartiya Shakti Chetna Party,lost,443
ENGINEER MAHAVIR SINGH YADAV,Independent,lost,415
JAGDISH,Independent,lost,229
ALOK SHARMA,Bharatiya Janata Party,won,981109
ADVOCATE ARUN SHRIVASTAVA,Indian National Congress,lost,479610
BHANU PRATAP SINGH,Bahujan Samaj Party,lost,13305
